Adoption,Died,Euthanasia,Return_to_owner,Transfer,ID
0.0716178063378,0.00307891530608,0.0564381491895,0.468829196013,0.400035933153,1
0.644761710248,0.000120622881756,0.0103511489928,0.208487241817,0.13627927606,2
0.300947461206,0.00237264880716,0.0123712013924,0.190163065651,0.494145622943,3
0.131478574496,0.00202941196777,0.0186861238316,0.126487544087,0.721318345618,4
0.377010634945,0.00157166606155,0.0237695885982,0.311744192888,0.285903917507,5
0.305093618693,0.00143246203001,0.0413639543927,0.442481565493,0.209628399391,6
0.227407467196,0.000284717104258,0.099949363094,0.233435954711,0.438922497895,7
0.914975460606,0.000466826651925,0.00376160000694,0.0498454889575,0.0309506237779,8
0.856287467628,5.36374151499e-05,0.00122604014196,0.0658078502326,0.076625004582,9
0.391305948376,0.00496720110958,0.0432597168305,0.269457397206,0.291009736478,10
0.623534531579,0.000189195112897,0.0017586215255,0.115878257294,0.258639394489,11
0.0482751623876,0.00085303491503,0.136101818544,0.302106735193,0.512663248959,12
0.49881189662,0.000287964496318,0.0045887314486,0.0891679209821,0.407143486453,13
0.324029081915,0.00295371589467,0.0188036185325,0.0857339613431,0.568479622315,14
0.700285941573,0.000713737277562,0.0070100035393,0.156559584664,0.135430732946,15
0.51871063176,0.000313325777227,0.00465167853789,0.0961020617678,0.380222302157,16
0.289750247204,0.00166868833807,0.0508628740983,0.46163051779,0.196087672569,17
0.338893068789,0.0042255518624,0.037164417873,0.397173886344,0.222543075131,18
0.341036330716,0.00757399480785,0.0388388947644,0.259346164803,0.353204614909,19
0.00167062686233,0.0159419111371,0.306303489902,0.00154862119103,0.674535350908,20
0.221758489116,4.77407208176e-05,0.0193850522437,0.150276602058,0.608532115861,21
0.0,0.00219558845858,0.054964030989,0.000554887287555,0.942285493265,22
0.699763139355,0.00106711772954,0.0058088952322,0.158585630946,0.134775216737,23
0.000110192837466,0.00135985223493,0.00985343293552,0.000288220264418,0.988388301728,24
0.743293211621,0.00147003460668,0.00629980139787,0.202824857962,0.046112094413,25
0.170073918157,0.0199194047202,0.191265288009,0.0817679323772,0.536973456737,26
0.982413294467,0.000102660357788,0.00236254266274,0.00675846157562,0.0083630409367,27
0.00443411424588,0.0120456202604,0.0662305457469,0.0531347076943,0.864155012053,28
0.297469870749,0.000839014894875,0.0595654066908,0.427700513848,0.214425193817,29
0.373650955361,0.000638373274187,0.0604943842444,0.287732668966,0.277483618155,30
0.336224621807,0.0144765917493,0.024033469434,0.103648131976,0.521617185034,31
0.890369910205,1.99591684969e-05,0.00535296168619,0.0322881421646,0.0719690267759,32
0.316480315048,0.0147423860475,0.0941643491219,0.107249210824,0.467363738959,33
0.963243285448,0.000200746024947,0.00105430676963,0.00318860548495,0.0323130562727,34
0.524100734755,0.0090999179654,0.0177938963202,3.40136054422e-05,0.448971437354,35
0.466227696882,0.00239406634575,0.0380469469048,0.214573519732,0.278757770135,36
0.0777631241359,0.0242682434358,0.15927205829,0.0170534387063,0.721643135432,37
0.79927592743,2.22556899424e-05,0.000103005332831,0.0804907954121,0.120108016135,38
0.326170052633,0.0041784328356,0.0436413259726,0.405213717757,0.220796470801,39
0.45504749396,6.32934276073e-05,0.00808794113905,0.0781937486372,0.458607522837,40
0.0568813154639,0.00220003716825,0.0440731933428,0.539379907152,0.357465546873,41
0.0,0.00203677111427,0.0176224219511,0.000185180063882,0.980155626871,42
0.527707930673,0.000195837528251,0.0136532939153,0.0954708153606,0.362972122523,43
0.0,0.00789417630047,0.0380871436055,0.00084247182701,0.953176208267,44
0.179448571735,0.0146575092371,0.117308897647,0.0886769219298,0.599908099451,45
0.405006187479,0.000327638240913,0.0178740685561,0.0448533784602,0.531938727263,46
0.351813594701,0.0105701933671,0.0381861536495,0.262970034334,0.336460023948,47
0.358769869933,0.00057093128255,0.0290748679628,0.377703860671,0.233880470151,48
0.355441404984,0.00173458587031,0.0336128257165,0.483871762408,0.125339421021,49
0.045575522528,0.0112405450453,0.049517058858,0.232676938222,0.660989935346,50
0.395324816854,0.155024674244,0.201497969983,0.000262198598892,0.24789034032,51
0.487201755436,0.000353240602116,0.0173401141515,0.393063047921,0.10204184189,52
0.985688975558,0.000326841455838,0.000918771153836,0.0101885340138,0.002876877819,53
0.130423564229,0.0781807445924,0.0723922418024,0.000198621553885,0.718804827822,54
