Adoption,Died,Euthanasia,Return_to_owner,Transfer,ID
0.0916038022504,0.00424843010254,0.0743892413113,0.41516838027,0.414590146066,1
0.570322620561,0.00111561915138,0.0187936988019,0.251648610845,0.158119450641,2
0.383351074285,0.00729091235427,0.0244977076731,0.178880728615,0.405979577072,3
0.165524516417,0.00566256550977,0.0401616339723,0.147936072264,0.640715211838,4
0.367762805218,0.00216308966818,0.0424568819609,0.341408317126,0.246208906027,5
0.314304527141,0.00179235809638,0.0506175031521,0.413226162384,0.220059449227,6
0.286811632359,0.00181718900124,0.094758682192,0.208043869703,0.408568626745,7
0.855352463174,0.00124895320881,0.00453490456771,0.0501579227263,0.0887057563236,8
0.800094314004,0.000576003003875,0.00275382060009,0.0920490325138,0.104526829878,9
0.408071863665,0.00343233204348,0.0414257336559,0.279460028719,0.267610041917,10
0.588089021895,0.000403353168169,0.0121274097261,0.144080005111,0.2553002101,11
0.0569474536057,0.00224792081411,0.144504006734,0.304148034501,0.492152584345,12
0.530162528656,0.000671435035382,0.0150489272278,0.164456652367,0.289660456714,13
0.428120378748,0.00539553664302,0.0418513273917,0.087786928962,0.436845828255,14
0.666100982633,0.000855036338271,0.0131031065551,0.177541149392,0.142399725082,15
0.548012150751,0.00128592358203,0.0143086729897,0.142909438216,0.293483814462,16
0.298862181967,0.00179113474594,0.0553010874358,0.421974826014,0.222070769837,17
0.335869421501,0.00324810385035,0.04077729512,0.389022588306,0.231082591222,18
0.386957149516,0.00873516935102,0.0475454976852,0.230259662957,0.326502520491,19
0.0114231413192,0.0119879924166,0.327287381037,0.0100529956126,0.639248489615,20
0.281188439466,0.00105689545303,0.0297761286375,0.147564391877,0.540414144567,21
0.0,0.00578761782178,0.0604883636326,0.0013250649361,0.932398953609,22
0.665592054964,0.000970654925578,0.0125632995227,0.178157962224,0.142716028364,23
0.00102311239807,0.0083784220564,0.0251263253573,0.00209269154386,0.963379448644,24
0.709821365706,0.00144111780395,0.00851648615119,0.194121693643,0.0860993366953,25
0.245258689529,0.0132578962523,0.149713785328,0.0697300537797,0.522039575111,26
0.922441748917,0.000625685104164,0.00267099891324,0.0197799411318,0.0544816259336,27
0.0317765052552,0.0186384116141,0.109224084104,0.0629277681414,0.777433230885,28
0.316490114707,0.0013098266703,0.0637207105311,0.406405653532,0.21207369456,29
0.379203903963,0.00113124608079,0.0574380436382,0.325536019414,0.236690786903,30
0.391453354237,0.00930547806731,0.0547959120097,0.106753437061,0.437691818625,31
0.819555041096,0.00067630149415,0.00285199360358,0.0603181274728,0.116598536333,32
0.330693903038,0.0121879365999,0.135521892395,0.0766471657843,0.444949102182,33
0.905759480175,0.00121376789147,0.00338985373976,0.0177107641457,0.0719261340477,34
0.408013625582,0.0245645934065,0.0272480646777,0.0127674605987,0.527406255735,35
0.468002573859,0.00139244753267,0.0322047140654,0.233192543022,0.265207721522,36
0.16959761586,0.0185879028201,0.153515995898,0.0482264182097,0.610072067212,37
0.775171455179,0.000543114609779,0.00294026608061,0.0837985111056,0.137546653025,38
0.331243899403,0.00300710193356,0.0538394378178,0.395662415852,0.216247144994,39
0.500696250111,0.00187980192597,0.0367623932705,0.0885318671866,0.372129687506,40
0.0980479206263,0.00547194730291,0.0598320221309,0.406580107179,0.430068002761,41
0.000450854847458,0.00726939868266,0.0287124902816,0.00115938789858,0.96240786829,42
0.56624340583,0.0010880701374,0.0280299939446,0.121661786508,0.28297674358,43
0.00140881454882,0.0172230766187,0.06895345423,0.00297191708515,0.909442737517,44
0.212499799886,0.0150415670429,0.130635510484,0.0789148800431,0.562908242544,45
0.388558060698,0.00517468201832,0.0548628877208,0.0713645665961,0.480039802967,46
0.399477766616,0.00976353200177,0.0468734131918,0.236608660706,0.307276627485,47
0.416740254784,0.00119948668852,0.0350048565687,0.339113761964,0.207941639994,48
0.372537911773,0.0017932572673,0.0459316631994,0.451654019673,0.128083148087,49
0.0831292075351,0.00466723824952,0.0642810678327,0.231250471983,0.616672014399,50
0.318302045496,0.0865190416695,0.0963932850184,0.0174602567713,0.481325371045,51
0.503565182556,0.00095600702892,0.0266524724909,0.365690916706,0.103135421218,52
